id_C;Tipo;CX;CY;Lunes;Martes;Miercoles;Jueves;Viernes;Sabado;Domingo
506;RAEE;2518;9849;;;733;2862;3706;;3800;
507;Plastico;6653;4359;2637;874;1878;1933;4766;792;847;
508;RAEE;3211;1312;;;4262;4248;3372;;4200;
509;Plastico;2842;5919;445;4352;1530;1649;870;1731;4504;
510;Plastico;8755;10393;2908;1499;2821;4030;4036;4947;808;
511;Plastico;6769;10514;1616;3177;3164;902;3691;2312;527;
512;Carton;5043;6406;;4545;;;;;;
513;Plastico;6751;6951;2401;3173;3958;3157;929;4704;2519;
514;Carton;9637;2003;;4019;;;;;;
515;Plastico;7291;10988;3513;954;2480;1381;383;1896;2184;
516;Vidiro;9874;6361;;3018;;867;;;4309;
517;Plastico;9715;3871;1043;272;4686;1253;3329;515;2209;
518;Plastico;6648;1404;2241;4423;856;3582;4050;4269;788;
519;Plastico;8682;1450;4579;3986;4946;4940;2849;4216;2059;
520;Pilas;9311;3832;4923;227;;;1454;;;
521;Vidiro;5409;8632;;1276;;4842;;;1684;
522;Plastico;7580;10206;2355;5062;5011;1306;4231;700;340;
523;RAEE;6934;2572;;;4920;2870;1011;;4022;
524;Vidiro;7887;5223;;1171;;4153;;;3508;
525;Vidiro;8550;1408;;282;;1443;;;4094;
526;Plastico;5924;5279;4231;809;4282;545;720;1840;1029;
527;Vidiro;7220;7981;;4244;;3152;;;3135;
528;Plastico;7915;1316;254;4639;642;1325;5044;4051;3875;
529;RAEE;7704;4121;;;3148;3567;334;;3779;
530;Vidiro;1394;1717;;1029;;1262;;;109;
531;Carton;3669;8091;;1102;;;;;;
532;Plastico;1306;4078;3442;5093;823;1751;1599;1714;2294;
533;Plastico;10076;8910;4303;4715;718;4612;2763;537;1198;
534;Plastico;8694;3184;2183;3213;4430;3544;2234;2873;2477;
535;Pilas;5489;5432;4996;2874;;;1900;;;
536;RAEE;2971;6777;;;5037;4423;3827;;2947;
537;Plastico;2820;3930;3890;2543;1577;680;4993;4272;2864;
538;Plastico;4061;7255;3843;1151;4463;2968;3528;3952;2400;
539;Carton;1236;9748;;2136;;;;;;
540;Vidiro;8071;3204;;2108;;1627;;;515;
541;Vidiro;5856;10700;;3770;;4942;;;2241;
542;Carton;6148;6422;;772;;;;;;
543;Plastico;10538;2447;515;290;4430;1231;3159;2858;5083;
544;RAEE;6359;5346;;;3238;1483;2255;;442;
545;Carton;10423;6516;;4938;;;;;;
546;Carton;7724;5273;;494;;;;;;
547;RAEE;1468;4029;;;2342;1516;2666;;1881;
548;Vidiro;10215;6845;;4506;;275;;;4779;
549;Vidiro;4817;10286;;628;;3732;;;1199;
550;RAEE;4666;7367;;;460;890;3870;;5034;
551;Plastico;2981;1494;2969;2341;4775;2351;4235;3370;119;
552;RAEE;2702;1051;;;2647;3699;3740;;4175;
553;Carton;4279;9809;;4394;;;;;;
554;Vidiro;5338;9345;;3104;;4813;;;5099;
555;Pilas;9365;7855;3399;288;;;716;;;
556;RAEE;9858;4058;;;4986;1761;3445;;3256;
557;Plastico;2680;7399;1014;398;3258;1007;4473;2889;4816;
558;Carton;5086;3083;;2532;;;;;;
559;Plastico;9828;9411;3928;3228;1804;4050;2879;1993;1018;
560;Vidiro;8989;2303;;2975;;4416;;;3573;
561;Plastico;3383;6996;690;3362;1622;201;621;996;2990;
562;RAEE;2590;5982;;;2096;3866;3902;;1859;
563;Plastico;4615;9982;1772;3032;4118;5017;3951;2108;1320;
564;Carton;9979;7235;;3904;;;;;;
565;Vidiro;9619;3884;;661;;2598;;;1650;
566;Carton;1662;4020;;3653;;;;;;
567;RAEE;1962;9781;;;4410;3999;133;;1170;
568;RAEE;9867;10016;;;639;3400;1428;;556;
569;Vidiro;3151;5688;;2582;;1023;;;5016;
570;Plastico;2286;10542;2766;204;1750;4317;2218;1122;3115;
571;Vidiro;3023;7984;;2002;;2747;;;2148;
572;Pilas;4288;9717;3756;2478;;;2906;;;
573;Plastico;2956;6058;560;4846;2742;4394;2122;2658;2033;
574;RAEE;7564;7710;;;3120;4812;3916;;239;
575;Plastico;6735;4184;4171;1432;517;1818;3480;157;1887;
576;Carton;1647;4713;;3553;;;;;;
577;Plastico;3021;10224;3933;423;809;3228;2445;4719;161;
578;Pilas;6261;8681;4734;2494;;;4929;;;
579;Vidiro;2125;10481;;4739;;3652;;;797;
580;Pilas;6056;7623;1565;3510;;;1177;;;
581;Vidiro;1178;4928;;3652;;3253;;;4050;
582;Plastico;4737;5828;1965;3625;2083;3378;3886;4765;4391;
583;Pilas;10772;4411;997;2992;;;3585;;;
584;RAEE;1537;2444;;;2045;4519;1064;;3511;
585;Carton;8830;3042;;1858;;;;;;
586;Vidiro;10277;4493;;4679;;2331;;;2543;
587;Vidiro;1591;1448;;4027;;3827;;;1207;
588;RAEE;9592;4018;;;2103;3590;1877;;4995;
589;Carton;4327;3314;;3961;;;;;;
590;Vidiro;1611;4463;;4122;;1393;;;3320;
591;RAEE;4964;10403;;;3909;2119;3528;;2492;
592;Carton;10462;1372;;531;;;;;;
593;Pilas;10299;3920;4343;2390;;;3869;;;
594;Vidiro;7246;3132;;2593;;1911;;;664;
595;Carton;7536;3024;;5099;;;;;;
596;RAEE;9202;1198;;;2874;614;2148;;1723;
597;Plastico;1676;1419;3168;4981;524;2361;1764;1175;1633;
598;Vidiro;1906;1318;;4776;;3016;;;2407;
599;Vidiro;3926;1409;;3591;;3397;;;1243;
600;Pilas;5667;10649;1317;2393;;;2220;;;
601;Pilas;9084;1693;3860;1212;;;247;;;
602;Vidiro;4180;8346;;542;;462;;;4450;
603;Vidiro;7975;7269;;2251;;2397;;;2684;
604;Pilas;10458;1223;5029;166;;;4095;;;
605;RAEE;7072;2085;;;1869;2403;1037;;341;
606;Plastico;7739;3983;599;547;1936;3779;2893;212;573;
607;RAEE;10508;10462;;;877;583;1052;;4526;
608;RAEE;5419;7762;;;217;1791;4816;;4212;
609;Carton;10115;1801;;2337;;;;;;
610;Vidiro;10456;1045;;2647;;3128;;;4267;
611;Carton;9046;10828;;3178;;;;;;
612;Carton;8621;9820;;2229;;;;;;
613;Vidiro;5634;8352;;217;;4756;;;3784;
614;Carton;1889;2419;;1106;;;;;;
615;Vidiro;9110;1754;;2326;;3007;;;4326;
616;Carton;10463;4716;;3393;;;;;;
617;Vidiro;7263;4652;;4410;;3580;;;1269;
618;RAEE;4740;8453;;;3743;1035;4723;;2448;
619;RAEE;1193;7093;;;330;2082;4875;;1368;
620;Plastico;8988;8886;4558;1564;5029;3784;2379;3745;4407;
621;Carton;2924;5909;;837;;;;;;
622;Vidiro;6571;3791;;763;;1697;;;4699;
623;Pilas;10306;8532;3106;4177;;;1768;;;
624;Plastico;2363;6659;1238;2027;4442;4124;4049;3900;1940;
625;RAEE;1231;9836;;;328;3243;2496;;1589;
626;Plastico;8455;9133;1698;1492;4175;3295;1091;4834;2179;
627;RAEE;2566;10092;;;4686;555;3268;;4688;
628;Plastico;2594;6096;2070;497;4182;3911;2080;3018;4382;
629;Vidiro;9561;8414;;150;;1321;;;4912;
630;Carton;10815;8819;;3990;;;;;;
631;Carton;8367;10899;;898;;;;;;
632;Plastico;8818;10069;2504;4624;1576;3445;2570;3024;3727;
633;Plastico;5441;4321;3352;1754;3432;3986;315;2198;665;
634;RAEE;7617;4319;;;1532;1239;737;;1775;
635;Carton;5858;1536;;756;;;;;;
636;RAEE;5706;3072;;;2211;3049;1892;;1908;
637;Plastico;6419;5716;1312;4489;949;916;1143;634;4803;
638;Pilas;3610;8632;4328;1052;;;3449;;;
639;Vidiro;6660;9443;;2435;;3401;;;2326;
640;Vidiro;6339;6309;;3863;;725;;;496;
641;RAEE;2712;8417;;;3584;2233;4091;;4796;
642;Vidiro;3875;2193;;4018;;1827;;;316;
643;Carton;7529;1711;;2209;;;;;;
644;RAEE;2663;7537;;;1558;3327;1557;;4859;
645;Carton;1453;9148;;2486;;;;;;
646;Plastico;2911;8046;5076;4564;1438;3560;3049;1782;3256;
647;Carton;6824;3875;;1195;;;;;;
648;Carton;6954;1237;;1765;;;;;;
649;Carton;9425;2085;;1414;;;;;;
650;Carton;6206;2139;;3115;;;;;;
651;Vidiro;8251;7347;;3772;;3833;;;4527;
652;Pilas;3070;3868;1634;658;;;4315;;;
653;Vidiro;6836;3240;;3112;;215;;;3845;
654;RAEE;5107;8421;;;3183;539;212;;4268;
655;Plastico;6120;7426;2711;2420;3842;4962;3767;1358;4986;
656;Plastico;9752;8037;3072;2892;4943;3631;3459;2131;2223;
657;Carton;3082;1044;;2279;;;;;;
658;RAEE;5151;7012;;;3687;1551;4078;;4207;
659;RAEE;8923;1404;;;635;4176;5029;;1849;
660;Carton;5095;3539;;2948;;;;;;
661;Plastico;10576;5945;3820;1240;2155;2179;4624;4279;4261;
662;Carton;10568;8770;;171;;;;;;
663;Vidiro;4782;6207;;1686;;4285;;;2866;
664;Plastico;5509;6941;144;1470;333;1894;565;2872;4882;
665;Plastico;5665;3348;1938;1168;2319;3993;3247;1843;4524;
666;RAEE;9661;2311;;;1454;2835;2429;;3013;
667;Vidiro;2393;4915;;611;;3524;;;4491;
668;Carton;6816;4469;;1149;;;;;;
669;Plastico;2615;8579;1497;2344;2622;2576;534;3691;4795;
670;RAEE;1680;9090;;;204;1851;4202;;2399;
671;Pilas;5457;2837;2470;4683;;;4995;;;
672;RAEE;6820;2446;;;312;2362;3240;;2425;
673;Carton;10664;5755;;3586;;;;;;
674;Vidiro;3504;9501;;5080;;387;;;1051;
675;RAEE;10676;6967;;;2567;1172;3597;;1669;
676;RAEE;10723;8955;;;803;425;4442;;2050;
677;RAEE;2146;6788;;;2810;4503;4862;;1487;
678;RAEE;10067;6869;;;4005;3474;2597;;1365;
679;Plastico;4354;3784;4482;3852;2711;1949;1276;2560;4871;
680;Pilas;8251;1415;3054;2193;;;324;;;
681;RAEE;10904;10591;;;1625;2401;1867;;2739;
682;RAEE;1040;8186;;;2784;1191;3335;;281;
683;Carton;8357;3941;;1026;;;;;;
684;RAEE;3324;9070;;;625;4346;2449;;396;
685;Carton;7497;8765;;903;;;;;;
686;RAEE;10858;2402;;;901;3867;5036;;4554;
687;RAEE;6534;8576;;;2821;2537;2279;;264;
688;Carton;3024;9712;;5065;;;;;;
689;Carton;9030;4447;;1200;;;;;;
690;Carton;9336;5167;;786;;;;;;
691;Vidiro;6815;9195;;2094;;4098;;;1113;
692;RAEE;9396;7057;;;2263;2446;1368;;2798;
693;Carton;5922;1762;;3811;;;;;;
694;Pilas;10293;7935;4458;4557;;;800;;;
695;Plastico;3388;5256;3589;4045;4961;287;1083;776;3483;
696;Vidiro;1786;8670;;3251;;2519;;;1243;
697;RAEE;5965;5582;;;2685;2380;4863;;4799;
698;Pilas;6403;9474;2439;4309;;;4803;;;
699;Carton;4148;5909;;3856;;;;;;
700;Carton;6603;7932;;1916;;;;;;
701;Pilas;8120;1036;603;922;;;2967;;;
702;Carton;6588;4973;;1831;;;;;;
703;Plastico;6290;5869;4327;3601;1435;4027;4005;4909;4372;
704;Plastico;8596;10018;2196;4028;2518;2304;983;4451;5006;
705;Plastico;3700;8823;1645;3426;2217;4512;366;2542;1151;
706;Pilas;7998;10085;3670;3412;;;4521;;;
707;Vidiro;5906;4591;;4815;;4315;;;3726;
708;Plastico;6086;5542;4114;3413;3027;1349;4116;4285;401;
709;Vidiro;7839;6479;;1617;;4048;;;4063;
710;RAEE;2783;7391;;;233;576;1034;;3804;
711;Plastico;6140;7707;3832;1486;1129;3047;112;1215;2590;
712;Vidiro;3087;2481;;1466;;4183;;;1271;
713;Pilas;1551;10384;2482;2683;;;4627;;;
714;Pilas;2331;3898;2822;3012;;;2896;;;
715;Pilas;10550;6198;4790;2005;;;2914;;;
716;Pilas;4422;10643;2822;1108;;;2763;;;
717;RAEE;1212;9095;;;2467;913;3327;;3638;
718;Pilas;7364;4964;198;2999;;;2527;;;
719;RAEE;7429;6797;;;603;3809;2985;;153;
720;Carton;9907;6737;;2264;;;;;;
721;Vidiro;10903;5518;;199;;3692;;;4268;
722;Pilas;3762;6156;3358;3975;;;4528;;;
723;RAEE;3838;3413;;;1902;1765;2342;;4801;
724;Pilas;5092;1024;634;627;;;659;;;
725;Vidiro;4419;1581;;609;;1777;;;4434;
726;Plastico;6412;3547;1963;2592;1762;1077;2748;377;4336;
727;Carton;2524;7057;;389;;;;;;
728;Pilas;9201;1228;1896;1381;;;2499;;;
729;Vidiro;2820;5483;;2447;;142;;;2805;
730;RAEE;10280;8212;;;2409;1646;5078;;4957;
731;Carton;10041;7842;;803;;;;;;
732;Vidiro;3819;7349;;3507;;2973;;;3490;
733;RAEE;7833;9163;;;3513;1570;4840;;1146;
734;RAEE;9869;7560;;;1903;4007;2023;;960;
735;Carton;9188;1487;;597;;;;;;
736;Carton;3034;6404;;2527;;;;;;
737;Plastico;9598;6407;2870;3209;1915;2629;1082;1658;815;
738;Vidiro;1497;10502;;2067;;4342;;;1627;
739;Vidiro;6837;1802;;4092;;1161;;;432;
740;RAEE;2204;1601;;;1730;2551;4305;;3486;
741;Pilas;1509;7632;2369;1215;;;1207;;;
742;Carton;1378;5282;;2812;;;;;;
743;Pilas;1840;10351;442;4932;;;1629;;;
744;Vidiro;1936;3711;;1838;;1219;;;4162;
745;Carton;5152;7451;;4853;;;;;;
746;Carton;4623;4248;;2928;;;;;;
747;Vidiro;2635;5066;;5072;;1435;;;2028;
748;Plastico;7079;7713;1167;877;3503;1871;439;3845;1703;
749;RAEE;2869;5682;;;2039;2872;1885;;1102;
750;Pilas;4276;5589;3130;3312;;;969;;;
751;RAEE;8938;8392;;;2104;3305;2576;;3439;
752;RAEE;2485;5907;;;500;1074;3634;;3903;
753;Pilas;3745;9873;800;2194;;;5034;;;
754;RAEE;2366;5034;;;3252;136;2435;;2841;
755;Pilas;3656;2717;3625;4756;;;4797;;;
756;Pilas;3381;2660;1309;1452;;;2192;;;
757;Plastico;7116;5108;3543;2742;2747;2640;1616;1648;3341;
758;Plastico;10962;7482;4096;1993;4211;4132;4329;1952;3141;
759;Vidiro;3298;5157;;2054;;307;;;1752;
760;Carton;10967;6814;;2771;;;;;;
761;RAEE;10258;1330;;;1851;3873;874;;4498;
762;Vidiro;7313;4642;;1006;;3704;;;233;
763;Carton;1514;8601;;4725;;;;;;
764;Pilas;8985;3607;2478;5006;;;3439;;;
765;Carton;2649;4212;;3401;;;;;;
766;Plastico;4179;6712;950;5071;2944;4082;1822;1717;4856;
767;Pilas;3472;5283;1223;289;;;3454;;;
768;Plastico;7256;8055;4734;3133;393;2342;2315;4123;2248;
769;Pilas;1554;1672;553;4073;;;4992;;;
770;RAEE;7165;2488;;;1236;784;1176;;4310;
771;Pilas;3302;3184;3037;2034;;;4258;;;
772;Carton;10478;6289;;1634;;;;;;
773;RAEE;9948;7400;;;4341;3742;3234;;4717;
774;RAEE;3142;9688;;;2603;4241;715;;3847;
775;Carton;2659;4455;;2895;;;;;;
776;Vidiro;5139;9270;;2893;;554;;;2845;
777;Vidiro;6730;9741;;309;;4130;;;3769;
778;RAEE;9095;10330;;;4114;3672;164;;2248;
779;Carton;4189;3206;;4930;;;;;;
780;Pilas;7061;2330;4908;3089;;;4000;;;
781;Plastico;8002;3136;372;1946;2285;2178;4691;3016;919;
782;Carton;2494;10477;;1615;;;;;;
783;Plastico;8572;1532;1686;556;3101;186;5097;307;1022;
784;RAEE;10827;3621;;;1725;2529;1693;;1977;
785;RAEE;1783;6082;;;1155;2028;3555;;3234;
786;Vidiro;2520;3723;;4466;;3652;;;255;
787;Plastico;1882;3476;3919;514;2595;3272;600;2592;3479;
788;Pilas;8774;8319;1479;4044;;;4882;;;
789;Pilas;5324;3174;858;3543;;;3073;;;
790;Plastico;8687;4250;659;2425;1512;5025;2329;3019;2259;
791;Vidiro;10705;10958;;219;;2553;;;4250;
792;Plastico;7971;5945;4846;2365;1334;2577;2661;1116;1901;
793;Pilas;10735;3934;4631;1007;;;1699;;;
794;Vidiro;5133;4366;;2911;;4878;;;2183;
795;Vidiro;1040;10050;;1198;;4108;;;1673;
796;Carton;2217;7462;;4641;;;;;;
797;Plastico;2407;8310;124;3644;1864;4038;1013;5017;125;
798;Carton;9847;4829;;1206;;;;;;
799;RAEE;1428;6042;;;2686;2953;2054;;1122;
800;Plastico;8893;7004;4091;113;4642;1661;2927;3070;2554;
801;Carton;10234;6280;;711;;;;;;
802;RAEE;9825;10857;;;4838;1226;4674;;5037;
803;Pilas;5956;1483;484;625;;;3319;;;
804;Vidiro;5323;4378;;1797;;2723;;;1278;
805;Vidiro;5666;8967;;4308;;980;;;470;
806;Carton;8179;9334;;2559;;;;;;
807;Carton;7427;2567;;1384;;;;;;
808;Plastico;8468;9726;2143;3763;3818;3978;2510;555;4503;
809;Vidiro;1629;5778;;2255;;2927;;;3208;
810;Pilas;4333;3493;2328;3153;;;3407;;;
811;Carton;3598;2584;;5006;;;;;;
812;Carton;5044;5420;;3132;;;;;;
813;RAEE;1704;1294;;;4567;3789;1874;;4637;
814;Plastico;8567;5185;3422;4914;1222;2555;3421;4049;664;
815;Carton;4006;8794;;334;;;;;;
816;RAEE;6848;7299;;;2532;4392;4191;;2928;
817;Carton;9713;2917;;869;;;;;;
818;Vidiro;9563;9972;;2353;;846;;;1226;
819;Pilas;7172;5931;4595;1198;;;3693;;;
820;RAEE;9302;10419;;;318;2526;1789;;3310;
821;Carton;5012;9889;;3297;;;;;;
822;Pilas;3673;1153;602;318;;;2009;;;
823;Plastico;3715;1988;1787;4028;4177;2533;1506;350;2465;
824;Pilas;9877;2097;2570;4499;;;4334;;;
825;Plastico;8716;6970;4505;632;2125;4746;1493;1674;2420;
826;Plastico;8898;1214;3217;3575;1989;557;4047;3676;4485;
827;Plastico;5377;7009;1079;4826;1121;2176;993;4943;2927;
828;Plastico;6128;3559;4592;3417;4429;1617;3063;2174;4543;
829;Plastico;6283;10973;4557;4542;3232;1446;1351;3532;1374;
830;RAEE;7988;3809;;;2880;240;3462;;253;
831;Carton;3216;5256;;1495;;;;;;
832;Pilas;6736;8556;328;973;;;2326;;;
833;Carton;4098;1188;;3993;;;;;;
834;Carton;6472;6626;;1381;;;;;;
835;Pilas;6068;9035;1419;2919;;;354;;;
836;Pilas;9307;2980;2540;2220;;;3705;;;
837;Carton;9945;6688;;4042;;;;;;
838;Vidiro;8084;5949;;3729;;1629;;;2471;
839;Carton;1855;6979;;1608;;;;;;
840;RAEE;10873;5383;;;4876;2117;3654;;4263;
841;Vidiro;6997;2225;;2703;;985;;;4063;
842;RAEE;8846;5677;;;1551;3722;1872;;764;
843;Pilas;8564;1208;4162;289;;;3594;;;
844;Carton;8785;8397;;1797;;;;;;
845;Plastico;4905;6699;2492;1927;901;1046;1090;3250;2272;
846;RAEE;8973;1754;;;3389;3700;4186;;4473;
847;Plastico;2403;8708;2167;1725;4158;4132;787;4347;3978;
848;RAEE;5825;7644;;;2974;650;1855;;1758;
849;Pilas;3942;9582;340;4673;;;710;;;
850;Carton;9764;3546;;3273;;;;;;
851;RAEE;1835;8668;;;1660;4171;1420;;510;
852;Vidiro;3490;8945;;1622;;5084;;;167;
853;Plastico;7753;7161;1557;4135;3714;3313;794;3008;1895;
854;Pilas;9154;9148;216;2013;;;367;;;
855;RAEE;3833;6086;;;601;3798;467;;4673;
856;Pilas;7370;3129;767;3049;;;5038;;;
857;Vidiro;3003;4016;;3265;;1180;;;4600;
858;Pilas;9552;10694;4346;2702;;;961;;;
859;Carton;9752;1751;;321;;;;;;
860;RAEE;5016;1200;;;554;4107;5007;;604;
861;RAEE;1726;1832;;;4307;4348;2641;;2256;
862;RAEE;1538;5545;;;3681;4162;2705;;3181;
863;Plastico;8614;8299;3313;5002;4460;2065;2105;4393;2286;
864;Plastico;2021;1846;1575;1305;1600;2080;2031;2432;306;
865;Pilas;2138;8932;4746;3570;;;5097;;;
866;RAEE;2170;8051;;;3875;1585;1773;;2527;
867;Carton;5984;5886;;796;;;;;;
868;RAEE;9204;6686;;;1842;1807;2287;;3435;
869;Plastico;10534;9392;2966;1775;4971;3173;4265;2904;2273;
870;Pilas;1163;7274;1434;4778;;;2681;;;
871;RAEE;7461;7163;;;340;1247;593;;4021;
872;Plastico;7843;9697;3284;1891;2766;472;1578;3653;216;
873;RAEE;3665;7419;;;3989;4592;2409;;1793;
874;RAEE;9017;9825;;;1639;1611;4097;;4220;
875;Plastico;3972;2512;4665;2759;320;3586;954;369;4546;
876;Plastico;10039;8060;863;3639;765;2331;2656;2185;475;
877;Plastico;7445;3929;4590;1047;2962;262;2586;4473;4259;
878;RAEE;3959;9697;;;2786;3362;4783;;3006;
879;Plastico;9101;7890;2647;2381;1687;1111;3144;1578;1777;
880;RAEE;2627;1387;;;2103;3284;4495;;2492;
881;Carton;3675;7694;;2937;;;;;;
882;Vidiro;6533;3331;;3592;;1128;;;472;
883;Vidiro;2178;1643;;536;;3844;;;3398;
884;RAEE;5963;8643;;;3002;3754;5075;;833;
885;Plastico;6331;7602;1897;5057;756;1293;2449;4783;4339;
886;Plastico;1307;9872;2738;3673;3364;3767;4045;894;762;
887;Vidiro;2705;7230;;1455;;2645;;;3501;
888;Pilas;4286;7800;3361;2633;;;3839;;;
889;Carton;2216;6005;;2625;;;;;;
890;Plastico;1661;9081;1797;2421;1634;669;2193;4273;4242;
891;Pilas;7710;5192;3956;4954;;;2597;;;
892;Vidiro;2439;7964;;4084;;465;;;2239;
893;Vidiro;6784;8420;;4769;;1259;;;4421;
894;Carton;7026;4048;;1788;;;;;;
895;Plastico;2129;4073;4902;1060;406;3348;233;901;5058;
896;Carton;6677;1241;;1983;;;;;;
897;Plastico;3738;2605;3043;2042;4312;183;4178;3084;3288;
898;RAEE;1100;5144;;;1226;2292;807;;4266;
899;Vidiro;5673;6133;;4576;;1193;;;4310;
900;Carton;3724;8578;;4134;;;;;;
901;Pilas;4255;2604;238;794;;;2258;;;
902;Plastico;4985;9638;4649;3821;4630;2633;3361;4730;1777;
903;Carton;3122;1757;;2929;;;;;;
904;Plastico;10923;5895;279;823;507;841;3547;3085;2204;
905;Vidiro;9833;7240;;3133;;2830;;;4502;
906;Pilas;2543;7715;2095;1364;;;3213;;;
907;RAEE;2526;1150;;;2608;1927;4948;;4717;
908;Vidiro;4401;8678;;4748;;2092;;;1172;
909;Vidiro;1371;9752;;270;;1837;;;4017;
910;Plastico;5003;5330;3488;2160;3479;1384;3876;2872;3379;
911;Plastico;2392;8237;1642;5064;118;4822;4912;4735;3223;
912;Vidiro;9842;7880;;2287;;3052;;;4594;
913;Carton;1939;2117;;2776;;;;;;
914;Carton;7386;2371;;463;;;;;;
915;Pilas;2111;5067;2495;4295;;;2967;;;
916;RAEE;1675;2939;;;3284;4934;1520;;3302;
917;Pilas;5556;2233;4131;175;;;1170;;;
918;Pilas;5506;3262;4100;3301;;;1592;;;
919;Carton;2368;3230;;2839;;;;;;
920;Pilas;10236;10594;4755;1141;;;1346;;;
921;Vidiro;1202;1260;;3594;;1817;;;1557;
922;Plastico;9328;9137;4336;4470;302;3367;898;1372;2873;
923;Pilas;9060;8999;2714;4592;;;945;;;
924;Carton;10844;1075;;532;;;;;;
925;Pilas;10669;4786;2163;1484;;;3094;;;
926;Vidiro;3323;7009;;4140;;3919;;;4916;
927;Plastico;3178;10831;1648;1485;3771;3798;4109;2896;1859;
928;Pilas;8009;8273;2953;3218;;;669;;;
929;Vidiro;8928;9054;;4049;;3293;;;245;
930;Pilas;7012;5577;3436;2039;;;4728;;;
931;Pilas;3376;6758;1006;2041;;;4949;;;
932;Carton;9807;5678;;2605;;;;;;
933;RAEE;4687;8669;;;2148;5043;1441;;5001;
934;Carton;4061;2910;;2568;;;;;;
935;Carton;6616;4131;;861;;;;;;
936;Vidiro;10143;7590;;3931;;3629;;;4982;
937;RAEE;3560;6639;;;3566;2680;628;;2373;
938;RAEE;9610;6401;;;2398;4523;495;;4446;
939;Pilas;5366;9089;3879;5099;;;4881;;;
940;Plastico;2247;2967;2008;4181;3508;3599;4434;2339;2128;
941;Pilas;10216;5799;1347;4718;;;3052;;;
942;Vidiro;9128;7891;;4981;;3122;;;3961;
943;RAEE;10304;10770;;;3770;2959;259;;2550;
944;RAEE;5210;7293;;;2630;4305;2058;;1711;
945;Pilas;4965;2809;1305;289;;;1614;;;
946;Carton;8356;5209;;2074;;;;;;
947;Vidiro;8162;1889;;3825;;2223;;;4692;
948;Plastico;9938;7427;3597;1550;3673;109;352;4236;1402;
949;RAEE;6301;7666;;;2359;3377;925;;4168;
950;Vidiro;6574;4382;;2188;;838;;;4919;
951;Carton;2202;10065;;3543;;;;;;
952;Carton;5283;8058;;327;;;;;;
953;Plastico;6996;2994;946;4896;4615;2307;148;3751;3609;
954;Pilas;1349;1317;4061;5046;;;2645;;;
955;Plastico;4029;1521;3739;4061;3118;3559;1615;2183;1892;
956;Carton;5959;8718;;1977;;;;;;
957;Carton;5297;10847;;339;;;;;;
958;Pilas;1693;4667;4352;167;;;4858;;;
959;Vidiro;3761;6417;;934;;4478;;;1474;
960;Plastico;4379;9759;759;2499;3661;129;2310;176;3564;
961;RAEE;5002;6035;;;2953;2013;1931;;4153;
962;Carton;8136;8071;;2256;;;;;;
963;Vidiro;7826;4999;;3036;;3212;;;4092;
964;Pilas;10364;6298;839;3778;;;2230;;;
965;Carton;6338;6689;;3999;;;;;;
966;Carton;8070;5443;;634;;;;;;
967;Vidiro;9445;1363;;2751;;3728;;;4999;
968;Pilas;7704;6765;2902;4373;;;248;;;
969;Pilas;9153;8848;2718;1941;;;2549;;;
970;Pilas;3916;6211;3046;3793;;;4979;;;
971;Vidiro;4635;1926;;805;;469;;;4206;
972;Pilas;3591;1167;759;2918;;;3198;;;
973;Pilas;2911;10522;333;3776;;;4588;;;
974;Plastico;2734;2830;4919;4548;630;3720;2464;841;4613;
975;RAEE;1311;6787;;;398;1813;974;;2456;
976;Plastico;3083;10981;3702;903;2059;1520;4001;3970;2394;
977;Pilas;6469;6455;5057;2289;;;2900;;;
978;Pilas;9646;4360;4276;2081;;;1065;;;
979;Vidiro;2270;8846;;2157;;3690;;;3026;
980;RAEE;1122;5464;;;3657;897;1682;;2259;
981;RAEE;2600;5893;;;602;3863;973;;2423;
982;Plastico;10218;4196;1508;1096;2379;4868;4697;2907;3201;
983;RAEE;2914;6429;;;4642;3938;989;;3920;
984;Pilas;9961;7706;2618;2603;;;3489;;;
985;Plastico;5678;10104;3357;1058;3497;583;3381;4067;3779;
986;Plastico;2913;7727;644;2948;2076;4804;1049;3990;233;
987;Plastico;10601;10784;590;3705;3033;3648;512;551;1152;
988;Vidiro;9801;7481;;2183;;1191;;;2566;
989;RAEE;6480;2574;;;899;1705;4112;;2627;
990;Pilas;4984;6909;1061;713;;;2776;;;
991;Plastico;7203;1746;1088;1170;4220;1045;4103;2768;1457;
992;Vidiro;6807;4720;;2388;;328;;;3693;
993;Pilas;5731;5046;1405;1245;;;1324;;;
994;Carton;10262;1158;;4699;;;;;;
995;Pilas;7067;6478;3132;3255;;;3215;;;
996;Pilas;4778;1432;4949;4652;;;2852;;;
997;RAEE;1204;8221;;;2463;2393;719;;4752;
998;Pilas;9874;1564;3020;2441;;;2141;;;
999;Pilas;5066;4566;676;3769;;;2354;;;
1000;Carton;3995;10148;;1127;;;;;;
